校区,开课学院,课程代码,课程名称,任课教师,班级名称,人数,考试时间,教室名称,备注
仙林,电子科学与工程学院,B0400012S,电路分析基础B,单剑锋,B131002,12,2014年09月02日(18:30-20:20),教2－401,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,单剑锋,B130301,8,2014年09月02日(18:30-20:20),教2－402,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,单剑锋,B130302,4,2014年09月02日(18:30-20:20),教2－402,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,单剑锋,B130303,2,2014年09月02日(18:30-20:20),教2－402,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,单剑锋,B130607,6,2014年09月02日(18:30-20:20),教2－402,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,单剑锋,B130608,9,2014年09月02日(18:30-20:20),教2－402,
三牌楼,电子科学与工程学院,B0400012S,电路分析基础B,单剑锋,B110112,1,2014年09月02日(18:30-20:20),图6,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,蹇彤,B130201,13,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,蹇彤,B130202,4,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,蹇彤,B130203,6,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,蹇彤,B130204,8,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,蹇彤,B130205,2,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,蹇彤,B130206,8,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,蹇彤,B130207,1,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟,B130116,9,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟,B130117,5,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟,B130118,4,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B100503,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110206,2,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110207,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110510,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120101,3,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120102,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120103,2,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120104,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120105,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120106,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120109,2,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120110,5,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120111,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120112,4,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120113,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120114,3,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120115,2,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B120207,1,2014年09月02日(18:30-20:20),教2－101,
三牌楼,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B100114,1,2014年09月02日(18:30-20:20),图6,
三牌楼,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110103,1,2014年09月02日(18:30-20:20),图6,
三牌楼,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110109,1,2014年09月02日(18:30-20:20),图6,
三牌楼,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110110,2,2014年09月02日(18:30-20:20),图6,
三牌楼,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110112,1,2014年09月02日(18:30-20:20),图6,
三牌楼,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110113,2,2014年09月02日(18:30-20:20),图6,
三牌楼,电子科学与工程学院,B0400011S,电路分析基础A,李娟/史学军,B110115,3,2014年09月02日(18:30-20:20),图6,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,史学军,B130107,7,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,史学军,B130108,4,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,史学军,B130109,5,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,史学军,B130110,6,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,史学军,B130111,4,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,史学军,B130112,4,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,孙蔚,B130104,7,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,孙蔚,B130105,4,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,孙蔚,B130106,1,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅,B130505,12,2014年09月02日(18:30-20:20),教2－301,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅,B130506,11,2014年09月02日(18:30-20:20),教2－301,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅,B130511,19,2014年09月02日(18:30-20:20),教2－301,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅,B130512,9,2014年09月02日(18:30-20:20),教2－301,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅,B130512,12,2014年09月02日(18:30-20:20),教2－302,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅,B130905,11,2014年09月02日(18:30-20:20),教2－302,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅,B130906,16,2014年09月02日(18:30-20:20),教2－302,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B110503,1,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B110506,3,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B110507,2,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B110510,1,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120501,3,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120502,2,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120503,6,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120504,3,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120506,3,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120507,1,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120508,6,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120509,4,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120510,2,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,王秀梅/徐荣青,B120511,2,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,谢娜,B130114,5,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,谢娜,B130114,2,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,谢娜,B130115,6,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,谢娜,B130208,11,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,谢娜,B130209,5,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,谢娜,B130210,6,2014年09月02日(18:30-20:20),教2－102,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130501,13,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130502,8,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130503,11,2014年09月02日(18:30-20:20),教2－300,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130503,4,2014年09月02日(18:30-20:20),教2－301,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130504,16,2014年09月02日(18:30-20:20),教2－301,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130507,7,2014年09月02日(18:30-20:20),教2－302,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130508,11,2014年09月02日(18:30-20:20),教2－302,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130509,5,2014年09月02日(18:30-20:20),教2－302,
仙林,电子科学与工程学院,B0400013S,电路,徐荣青,B130510,8,2014年09月02日(18:30-20:20),教2－302,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,张昀,B130101,2,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,张昀,B130102,2,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400011S,电路分析基础A,张昀,B130103,6,2014年09月02日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400014S,电路分析基础C,周井泉,B130401,7,2014年09月02日(18:30-20:20),教2－400,
仙林,电子科学与工程学院,B0400014S,电路分析基础C,周井泉,B130402,13,2014年09月02日(18:30-20:20),教2－400,
仙林,电子科学与工程学院,B0400014S,电路分析基础C,周井泉,B130403,7,2014年09月02日(18:30-20:20),教2－400,
仙林,电子科学与工程学院,B0400014S,电路分析基础C,周井泉,B130404,7,2014年09月02日(18:30-20:20),教2－400,
仙林,电子科学与工程学院,B0400014S,电路分析基础C,周井泉,B130405,13,2014年09月02日(18:30-20:20),教2－400,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,周井泉,B130304,10,2014年09月02日(18:30-20:20),教2－402,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,周井泉,B130305,16,2014年09月02日(18:30-20:20),教2－402,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,周井泉,B130306,10,2014年09月02日(18:30-20:20),教2－402,
仙林,电子科学与工程学院,B0400012S,电路分析基础B,周井泉,B130307,10,2014年09月02日(18:30-20:20),教2－402,
仙林,计算机学院,B0301101S,软件工程（双语）,陈云芳,B120412,2,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301101S,软件工程（双语）,陈云芳,B120413,5,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301112S,数据库系统B,程春玲,B110405,1,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301112S,数据库系统B,程春玲,B110406,1,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301230S,Web技术（双语）,韩京宇,B110408,1,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301230S,Web技术（双语）,韩京宇,B120408,2,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301230S,Web技术（双语）,李莉,B110401,1,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301230S,Web技术（双语）,李莉,B110403,1,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301113S,数据库系统,李玲娟,B110413,1,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301101S,软件工程（双语）,刘志鹏,B110401,1,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301101S,软件工程（双语）,刘志鹏,B110402,1,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301572C,JAVA程序设计,刘志鹏,B130413,3,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0301572C,JAVA程序设计,刘志鹏,B130414,3,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0302061S,密码学,王少辉,B120404,6,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0302061S,密码学,王少辉,B120405,3,2014年09月02日(18:30-20:20),教2－202,
仙林,计算机学院,B0302061S,密码学,王少辉,B120406,4,2014年09月02日(18:30-20:20),教2－202,
仙林,理学院,B0601320S,代数与几何（下）,蒋志芳,B110801,2,2014年09月02日(18:30-20:20),教3－101,
仙林,理学院,B0601320S,代数与几何（下）,蒋志芳,B110802,1,2014年09月02日(18:30-20:20),教3－101,
仙林,理学院,B0601320S,代数与几何（下）,蒋志芳,B110804,2,2014年09月02日(18:30-20:20),教3－101,
仙林,理学院,B0601320S,代数与几何（下）,蒋志芳,B120802,1,2014年09月02日(18:30-20:20),教3－101,
仙林,理学院,B0601320S,代数与几何（下）,蒋志芳,B120804,2,2014年09月02日(18:30-20:20),教3－101,
仙林,理学院,B0601320S,代数与几何（下）,蒋志芳,B130802,2,2014年09月02日(18:30-20:20),教3－101,
仙林,理学院,B0601320S,代数与几何（下）,蒋志芳,B130803,1,2014年09月02日(18:30-20:20),教3－101,
仙林,理学院,B0601320S,代数与几何（下）,蒋志芳,B130804,1,2014年09月02日(18:30-20:20),教3－101,
仙林,软件学院,B1201130S,数据库系统与设计,沈苏彬/李莉,B110409,3,2014年09月02日(18:30-20:20),教2－202,
仙林,软件学院,B1201130S,数据库系统与设计,沈苏彬/李莉,B120409,2,2014年09月02日(18:30-20:20),教2－202,
仙林,软件学院,B1201130S,数据库系统与设计,沈苏彬/李莉,B120410,2,2014年09月02日(18:30-20:20),教2－202,
仙林,软件学院,B1201130S,数据库系统与设计,沈苏彬/李莉,B120411,2,2014年09月02日(18:30-20:20),教2－202,
三牌楼,通信与信息工程学院,B0207071C,单片机原理及应用,梅霆,B110104,1,2014年09月02日(18:30-20:20),图6,
三牌楼,通信与信息工程学院,B0209042S,信息论基础B,赵生妹/赵阳,B110111,1,2014年09月02日(18:30-20:20),图6,
三牌楼,通信与信息工程学院,B0209042S,信息论基础B,赵生妹/赵阳,B110112,2,2014年09月02日(18:30-20:20),图6,
